Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,320.7099914550781,307.0299987792969,315.94000244140625,309.9599914550781,590000,309.9599914550781
2019-01-03,311.739990234375,293.6600036621094,307.25,302.2900085449219,665300,302.2900085449219
2019-01-04,321.4800109863281,304.9800109863281,305.30999755859375,313.44000244140625,624300,313.44000244140625
2019-01-07,315.5,305.55999755859375,313.5,314.79998779296875,710600,314.79998779296875
2019-01-08,323.1000061035156,312.2200012207031,318.45001220703125,318.4200134277344,570700,318.4200134277344
2019-01-09,342.9700012207031,322.1000061035156,324.739990234375,336.3999938964844,623900,336.3999938964844
2019-01-10,340.8699951171875,322.7699890136719,334.1000061035156,335.1300048828125,531100,335.1300048828125
2019-01-11,334.20001220703125,320.5199890136719,332.7699890136719,323.79998779296875,545100,323.79998779296875
2019-01-14,322.0,314.05999755859375,321.8999938964844,315.25,343400,315.25
2019-01-15,327.57000732421875,316.6199951171875,316.6199951171875,325.6099853515625,358200,325.6099853515625
2019-01-16,332.92999267578125,323.2900085449219,326.05999755859375,324.1300048828125,476900,324.1300048828125
2019-01-17,332.94000244140625,324.05999755859375,324.05999755859375,330.32000732421875,305600,330.32000732421875
2019-01-18,337.1600036621094,326.5,335.20001220703125,333.739990234375,459800,333.739990234375
2019-01-22,339.6700134277344,330.8500061035156,333.54998779296875,336.1300048828125,669100,336.1300048828125
2019-01-23,344.9700012207031,332.75,339.1400146484375,336.9800109863281,376100,336.9800109863281
2019-01-24,349.3399963378906,334.95001220703125,337.5,348.5,734200,348.5
2019-01-25,353.9200134277344,346.4599914550781,349.989990234375,349.3699951171875,416000,349.3699951171875
2019-01-28,350.0,333.760009765625,348.8999938964844,336.8999938964844,388700,336.8999938964844
2019-01-29,339.54998779296875,326.4800109863281,338.3800048828125,330.3800048828125,374300,330.3800048828125
2019-01-30,339.9100036621094,327.3800048828125,331.1099853515625,339.5899963378906,413800,339.5899963378906
2019-01-31,362.6700134277344,342.3500061035156,359.5400085449219,351.07000732421875,1073300,351.07000732421875
2019-02-01,351.45001220703125,340.9200134277344,348.7900085449219,351.0799865722656,496600,351.0799865722656
2019-02-04,352.44000244140625,316.3800048828125,349.17999267578125,330.4100036621094,1682200,330.4100036621094
2019-02-05,350.489990234375,334.0,334.1600036621094,344.2799987792969,764300,344.2799987792969
2019-02-06,350.0,340.010009765625,345.25,344.7799987792969,435200,344.7799987792969
2019-02-07,344.0199890136719,335.5199890136719,340.260009765625,341.6099853515625,300600,341.6099853515625
2019-02-08,341.5199890136719,336.94000244140625,338.5299987792969,341.2099914550781,307500,341.2099914550781
2019-02-11,356.29998779296875,342.54998779296875,343.5199890136719,354.9200134277344,526000,354.9200134277344
2019-02-12,361.760009765625,353.8500061035156,359.4800109863281,358.0799865722656,370300,358.0799865722656
2019-02-13,364.1499938964844,353.3699951171875,357.739990234375,361.5,300100,361.5
2019-02-14,361.0199890136719,353.95001220703125,357.6099853515625,357.82000732421875,254500,357.82000732421875
2019-02-15,362.3299865722656,357.1000061035156,360.0,362.05999755859375,316500,362.05999755859375
2019-02-19,364.30999755859375,358.05999755859375,361.7699890136719,359.3699951171875,308100,359.3699951171875
2019-02-20,362.2900085449219,355.2699890136719,360.57000732421875,362.25,368800,362.25
2019-02-21,362.0199890136719,356.6700134277344,362.0199890136719,358.3599853515625,315800,358.3599853515625
2019-02-22,360.8800048828125,351.7699890136719,359.4700012207031,352.6000061035156,422900,352.6000061035156
2019-02-25,357.0,346.1700134277344,354.2799987792969,352.8900146484375,368900,352.8900146484375
2019-02-26,352.0,337.6400146484375,350.7200012207031,342.8699951171875,587100,342.8699951171875
2019-02-27,345.0,334.5299987792969,339.1700134277344,336.1700134277344,445900,336.1700134277344
2019-02-28,339.75,332.4200134277344,336.42999267578125,334.5,420600,334.5
2019-03-01,351.5799865722656,336.95001220703125,337.20001220703125,348.05999755859375,375300,348.05999755859375
2019-03-04,352.8699951171875,332.5299987792969,348.2200012207031,338.20001220703125,376100,338.20001220703125
2019-03-05,337.4800109863281,332.3999938964844,337.4800109863281,333.2099914550781,359700,333.2099914550781
2019-03-06,336.17999267578125,317.42999267578125,334.2300109863281,317.8500061035156,707600,317.8500061035156
2019-03-07,320.3900146484375,311.3999938964844,317.8500061035156,317.4200134277344,437100,317.4200134277344
2019-03-08,314.92999267578125,305.3699951171875,314.0,314.2099914550781,399900,314.2099914550781
2019-03-11,320.6000061035156,310.9800109863281,313.1300048828125,319.20001220703125,249000,319.20001220703125
2019-03-12,324.239990234375,318.3299865722656,319.6400146484375,323.760009765625,248400,323.760009765625
